timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
29-03-16 7:00,1512,7,3,76,22,2,0,0,0
30-03-16 7:00,1727,6.5,3.5,78.5,18.5,1,0,0,0
31-03-16 7:00,1890,6,4,76,9,1,0,0,0
01-04-16 7:00,1630,4,3,87,5.5,1,0,0,0
02-04-16 7:00,237,10,8,69,11,1,0,1,0
03-04-16 7:00,152,8,7,87,6.5,2,0,1,0
04-04-16 7:00,1791,10,8.5,82,10,1,0,0,0
05-04-16 7:00,2040,9,7,87,13,2,0,0,0
06-04-16 7:00,1807,8.5,5,82,22,3,0,0,0
07-04-16 7:00,1864,6.5,2.5,73.5,26,7,0,0,0
08-04-16 7:00,1749,7,6,87,7,3,0,0,0
09-04-16 7:00,128,8,5,90,16,7,0,1,0
10-04-16 7:00,168,4.5,1.5,78.5,12,1,0,1,0
11-04-16 7:00,1925,11,11,77,22,1,0,0,0
12-04-16 7:00,2016,9,8,87,8,2,0,0,0
13-04-16 7:00,2301,8,7.5,78.5,5.5,1,0,0,0
14-04-16 7:00,2243,10.5,10.5,69,2,1,0,0,0
15-04-16 7:00,1336,10,10,88,6,3,0,0,0
16-04-16 7:00,242,6,3,81,15,3,0,1,0
17-04-16 7:00,185,4.5,2.5,78.5,8,1,0,1,0
18-04-16 7:00,2187,6.5,3.5,73.5,18,1,0,0,0
19-04-16 7:00,2449,10,9,76,7,2,0,0,0
20-04-16 7:00,2502,6.5,4.5,84,12,2,0,0,0
21-04-16 7:00,2376,8.5,5.5,87,21.5,2,0,0,0
22-04-16 7:00,2002,9,6,73.5,19.5,2,0,0,0
23-04-16 7:00,222,6,3,81,15,2,0,1,0
24-04-16 7:00,127,4,1.5,87,10,7,0,1,0
25-04-16 7:00,2061,7.5,4.5,76,16,2,0,0,0
26-04-16 7:00,2333,4.5,0.5,63,19.5,1,0,0,0
27-04-16 7:00,2313,4,0.5,75,17,2,0,0,0
28-04-16 7:00,2267,4.5,2,84,10,1,0,0,0
29-04-16 7:00,1887,6.5,2.5,61,25,1,0,0,0
30-04-16 7:00,263,6,3.5,73.5,11,1,0,1,0
01-05-16 7:00,171,7,6,71,6,1,0,1,0
02-05-16 7:00,227,12,12,88,17,3,1,0,0
03-05-16 7:00,2315,9,6.5,66,17,1,0,0,0
04-05-16 7:00,2536,11,11,62,0,1,0,0,0
05-05-16 7:00,2409,11.5,11.5,65,8,1,0,0,0
06-05-16 7:00,2236,10.5,10,76.5,9,1,0,0,0
07-05-16 7:00,334,13.5,13.5,79.5,6.5,1,0,1,0
08-05-16 7:00,317,15.5,15.5,68,14,1,0,1,0
09-05-16 7:00,2507,15.5,15.5,74.5,8.5,1,0,0,0
10-05-16 7:00,1651,15,15,94,13,7,0,0,0
11-05-16 7:00,1967,14.5,14.5,97,12,4,0,0,0
12-05-16 7:00,2465,13.5,13.5,85,12,1,0,0,0
13-05-16 7:00,2195,12,12,82,19.5,3,0,0,0
14-05-16 7:00,314,8.5,6,62,15,3,0,1,0
15-05-16 7:00,227,9.5,9,66.5,3,1,0,1,0
16-05-16 7:00,2449,11.5,11.5,79.5,6,1,0,0,0
17-05-16 7:00,2774,12,12,63,9,1,0,0,0
18-05-16 7:00,2520,13,13,77,18.5,3,0,0,0
19-05-16 7:00,2364,12,12,82,11,3,0,0,0
20-05-16 7:00,2243,15,15,77,19.5,3,0,0,0
21-05-16 7:00,276,15.5,15.5,74.5,21,3,0,1,0
22-05-16 7:00,241,13,13,74.5,11,1,0,1,0
23-05-16 7:00,2489,12,12,72,16,1,0,0,0
24-05-16 7:00,2819,11,11,72,13,1,0,0,0
25-05-16 7:00,2518,10,8,73.5,14,4,0,0,0
26-05-16 7:00,2623,12,12,77,5,2,0,0,0
27-05-16 7:00,2113,12.5,12.5,69.5,16,1,0,0,0
28-05-16 7:00,265,11,11,94,16,7,0,1,0
29-05-16 7:00,197,11,11,82,13,3,0,1,0
30-05-16 7:00,248,13,13,82,19.5,4,1,0,0
31-05-16 7:00,1065,11,11,94,23,7,0,0,0
01-06-16 7:00,1884,12.5,12.5,91,16,3,0,0,1
02-06-16 7:00,1982,11,11,82,21.5,3,0,0,1
03-06-16 7:00,1765,10,8,85,13,3,0,0,1
04-06-16 7:00,272,13,13,94,7.5,3,0,1,1
05-06-16 7:00,241,13,13,88,9,3,0,1,1
06-06-16 7:00,2499,12,12,85,14,3,0,0,1
07-06-16 7:00,2734,14.5,14.5,74.5,5,1,0,0,1
08-06-16 7:00,2446,17,17,88,0,1,0,0,1
09-06-16 7:00,2537,13,13,85,8,3,0,0,1
10-06-16 7:00,2331,14,14,74.5,9,1,0,0,1
11-06-16 7:00,322,16.5,16.5,75,5,1,0,1,1
12-06-16 7:00,220,16,16,72,15,1,0,1,1
13-06-16 7:00,2280,16,16,80,17,3,0,0,1
14-06-16 7:00,2374,15,15,88,19,3,0,0,1
15-06-16 7:00,2597,15.5,15.5,74.5,15,2,0,0,1
16-06-16 7:00,2591,15,15,77,10,2,0,0,1
17-06-16 7:00,1796,14,14,88,10,3,0,0,1
18-06-16 7:00,333,14,14,82,11,4,0,1,1
19-06-16 7:00,249,15.5,15.5,74.5,15,1,0,1,1
20-06-16 7:00,1065,16,16,88,22,7,0,0,1
21-06-16 7:00,2556,17,17,68,14,2,0,0,1
22-06-16 7:00,2553,17.5,17.5,77.5,6.5,3,0,0,1
23-06-16 7:00,981,19,19,94,13,7,0,0,1
25-06-16 7:00,373,15,15,77,13,2,0,1,1
26-06-16 7:00,219,15,15,77,22,3,0,1,1
27-06-16 7:00,1612,17,17,85.5,18,3,0,0,1
28-06-16 7:00,2558,16,16,63,2,1,0,0,1
29-06-16 7:00,2566,15,15,77,19,2,0,0,1
30-06-16 7:00,2239,15,15,88,8,2,0,0,1
01-07-16 7:00,1153,15.5,15.5,88,20.5,7,0,0,1
02-07-16 7:00,337,13.5,13.5,74.5,25,2,0,1,1
03-07-16 7:00,252,14.5,14.5,74.5,16,1,0,1,1
04-07-16 7:00,2463,15.5,15.5,74.5,7,1,0,0,1
05-07-16 7:00,2469,16.5,16.5,75,22,3,0,0,1
06-07-16 7:00,2821,14,14,72,12,1,0,0,1
07-07-16 7:00,2441,16,16,68,13,2,0,0,1
08-07-16 7:00,2186,17.5,17.5,77.5,22,2,0,0,1
09-07-16 7:00,335,19,19,73,17,3,0,1,1
10-07-16 7:00,237,19,19,80.5,20,4,0,1,1
11-07-16 7:00,2231,17.5,17.5,70.5,27,3,0,0,1
12-07-16 7:00,2632,15.5,15.5,74.5,13,2,0,0,1
13-07-16 7:00,2489,13.5,13.5,79.5,16,2,0,0,1
14-07-16 7:00,2472,14.5,14.5,74.5,16,2,0,0,1
15-07-16 7:00,2118,15,15,74.5,13,1,0,0,1
16-07-16 7:00,313,18,18,83,18.5,3,0,1,1
17-07-16 7:00,277,20,20,83,12,3,0,1,1
18-07-16 7:00,2448,19.5,19.5,71,6.5,1,0,0,1
19-07-16 7:00,2696,20,20,78,11,1,0,0,1
20-07-16 7:00,2748,25,25,57,13,1,0,0,1
21-07-16 7:00,2563,18,18,73,12,2,0,0,1
22-07-16 7:00,1729,19,19,78,10,2,0,0,1
23-07-16 7:00,326,19.5,19.5,75.5,2,1,0,1,1
24-07-16 7:00,270,18.5,18.5,70.5,9,1,0,1,1
25-07-16 7:00,2317,17,17,77,17,2,0,0,1
26-07-16 7:00,2690,17,17,73,10,1,0,0,1
27-07-16 7:00,2063,19,19,78,19.5,7,0,0,1
28-07-16 7:00,2439,16,16,68,5,2,0,0,1
29-07-16 7:00,2037,18,18,78,19.5,3,0,0,1
30-07-16 7:00,361,18,18,78,9,3,0,1,1
31-07-16 7:00,288,16,16,68,8.5,2,0,1,1
01-08-16 7:00,2132,15.5,15.5,65.5,6.5,1,0,0,1
02-08-16 7:00,1946,18,18,88,19.5,3,0,0,1
03-08-16 7:00,2374,20,20,78,22,3,0,0,1
04-08-16 7:00,2319,17,17,73,26,2,0,0,1
05-08-16 7:00,2132,16.5,16.5,78,13,2,0,0,1
06-08-16 7:00,349,16.5,16.5,75,8,1,0,1,1
07-08-16 7:00,262,20,20,83,22,4,0,1,1
08-08-16 7:00,2198,16.5,16.5,61.5,22,2,0,0,1
09-08-16 7:00,2508,14,14,65,17,1,0,0,1
10-08-16 7:00,2362,13.5,13.5,74.5,16,2,0,0,1
11-08-16 7:00,2276,16.5,16.5,70,18.5,2,0,0,1
12-08-16 7:00,2092,16.5,16.5,80,19.5,1,0,0,1
13-08-16 7:00,397,17.5,17.5,75,20,1,0,1,1
14-08-16 7:00,262,17,17,61.5,6,4,0,1,1
15-08-16 7:00,2268,15.5,15.5,74.5,7.5,1,0,0,1
16-08-16 7:00,2452,14.5,14.5,85,5,2,0,0,1
17-08-16 7:00,2471,15.5,15.5,82.5,6,1,0,0,1
18-08-16 7:00,2332,16.5,16.5,85.5,9,1,0,0,1
19-08-16 7:00,1771,17,17,88,7,3,0,0,1
20-08-16 7:00,326,17.5,17.5,70.5,22.5,1,0,1,1
21-08-16 7:00,208,16.5,16.5,80,23,4,0,1,1
22-08-16 7:00,1821,18,18,83,19.5,7,0,0,1
23-08-16 7:00,2544,17.5,17.5,78,6.5,1,0,0,1
24-08-16 7:00,2508,21.5,21.5,71,2,1,0,0,1
25-08-16 7:00,2364,20,20,78,9,1,0,0,1
26-08-16 7:00,1842,20,20,73,7,2,0,0,1
27-08-16 7:00,341,18.5,18.5,83,14,1,0,1,1
28-08-16 7:00,237,18,18,83,17,3,0,1,1
29-08-16 7:00,286,16.5,16.5,78,7,2,1,0,1
30-08-16 7:00,2276,16,16,74.5,9,1,0,0,1
31-08-16 7:00,2697,17,17,68,12,1,0,0,1
01-09-16 7:00,2663,16,16,77,11,2,0,0,2
04-09-16 7:00,240,17,17,73,26,4,0,1,2
05-09-16 7:00,1114,15.5,15.5,91,8,7,0,0,2
06-09-16 7:00,2670,21,21,88,13,3,0,0,2
07-09-16 7:00,2715,20,20,83,6.5,3,0,0,2
08-09-16 7:00,2759,19.5,19.5,71,5,1,0,0,2
09-09-16 7:00,2317,18,18,83,15,3,0,0,2
10-09-16 7:00,367,19,19,80.5,14,2,0,1,2
11-09-16 7:00,232,12,12,94,6.5,1,0,1,2
12-09-16 7:00,2699,18,18,73,8,1,0,0,2
13-09-16 7:00,3018,19,19,85.5,9.5,1,0,0,2
14-09-16 7:00,3087,21,21,78,11,1,0,0,2
15-09-16 7:00,2929,19.5,19.5,80.5,3.5,1,0,0,2
16-09-16 7:00,709,17.5,17.5,91,16.5,7,0,0,2
17-09-16 7:00,314,14.5,14.5,79.5,24,3,0,1,2
18-09-16 7:00,250,15,15,91,9,3,0,1,2
19-09-16 7:00,2572,16,16,77,5.5,3,0,0,2
20-09-16 7:00,2740,16,16,88,6.5,3,0,0,2
21-09-16 7:00,2822,15,15,88,6,1,0,0,2
22-09-16 7:00,2718,16,16,80,11,2,0,0,2
23-09-16 7:00,2325,12,12,77,9,1,0,0,2
24-09-16 7:00,354,16,16,77,9,1,0,1,2
25-09-16 7:00,201,16,16,85.5,17.5,7,0,1,2
26-09-16 7:00,2421,14,14,74.5,6.5,2,0,0,2
27-09-16 7:00,2710,15.5,15.5,74.5,9,3,0,0,2
28-09-16 7:00,2802,14,14,82,15,2,0,0,2
29-09-16 7:00,2389,18,18,83,24,7,0,0,2
30-09-16 7:00,2359,13,13,77,12,1,0,0,2
01-10-16 7:00,321,12,12,94,3,1,0,1,2
02-10-16 7:00,208,11,11,88,17,4,0,1,2
03-10-16 7:00,2442,8.5,7.5,87,6,1,0,0,2
04-10-16 7:00,2734,12,12,94,6.5,2,0,0,2
05-10-16 7:00,2710,13,13,72,20.5,1,0,0,2
06-10-16 7:00,2611,12,12,63,13,3,0,0,2
07-10-16 7:00,2175,14,14,72,11,3,0,0,2
08-10-16 7:00,317,13,13,88,6.5,3,0,1,2
09-10-16 7:00,258,9.5,8,84.5,10,4,0,1,2
10-10-16 7:00,2419,8,6.5,87,8,1,0,0,2
11-10-16 7:00,2575,7,6,90,6,2,0,0,2
12-10-16 7:00,2279,11,11,88,6.5,7,0,0,2
13-10-16 7:00,2061,9,7.5,87,10,3,0,0,2
14-10-16 7:00,2196,9.5,9.5,84.5,5,3,0,0,2
15-10-16 7:00,280,11,11,88,5,2,0,1,2
16-10-16 7:00,108,13,13,88,17,7,0,1,2
17-10-16 7:00,2301,13,13,82,9,1,0,0,2
18-10-16 7:00,2472,12,12,82,18,1,0,0,2
19-10-16 7:00,2517,11,11,77,22,1,0,0,2
20-10-16 7:00,2306,11,11,88,15,4,0,0,2
21-10-16 7:00,2087,10,8,88,12,2,0,0,2
22-10-16 7:00,291,8,7,93,6,2,0,1,2
23-10-16 7:00,173,7.5,6.5,90,6,1,0,1,2
24-10-16 7:00,1973,11,11,79.5,14,1,0,0,2
25-10-16 7:00,2260,10,10,82,6,3,0,0,2
26-10-16 7:00,2208,12,12,94,6.5,2,0,0,2
27-10-16 7:00,2226,11,11,88,14,3,0,0,2
28-10-16 7:00,1823,12,12,82,18.5,1,0,0,2
29-10-16 7:00,232,14,14,85,4,3,0,1,2
30-10-16 7:00,213,9.5,9.5,97,5,4,0,1,2
31-10-16 7:00,2468,10,10,100,6,4,0,0,2
01-11-16 7:00,2748,9,8,94,7.5,3,0,0,2
02-11-16 7:00,2684,6.5,4,78.5,13,1,0,0,2
03-11-16 7:00,2437,4,2,87,8,1,0,0,2
04-11-16 7:00,2108,10,8,71,11,1,0,0,2
05-11-16 7:00,278,6.5,3.5,78.5,16,3,0,1,2
06-11-16 7:00,159,3.5,-0.5,75,16,1,0,1,2
07-11-16 7:00,1811,6,2,81,20,2,0,0,2
08-11-16 7:00,2166,3,0,84,10,4,0,0,2
09-11-16 7:00,736,8,6,93,12,7,0,0,2
10-11-16 7:00,2115,7,4,84,17,2,0,0,2
11-11-16 7:00,1967,5,3.5,87,6.5,2,0,0,2
12-11-16 7:00,121,9,6.5,79,16,7,0,1,2
13-11-16 7:00,163,7,6,87,7,1,0,1,2
14-11-16 7:00,1763,9,7.5,82,10,7,0,0,2
15-11-16 7:00,2305,13,13,94,17.5,4,0,0,2
16-11-16 7:00,2248,14,14,85,23,3,0,0,2
17-11-16 7:00,2231,9,6,71,18,2,0,0,2
18-11-16 7:00,1935,5,1,76,24,1,0,0,2
19-11-16 7:00,254,4,0,81,17,1,0,1,2
20-11-16 7:00,119,9,6,97,22.5,7,0,1,2
21-11-16 7:00,1511,8,5.5,93,13,3,0,0,2
22-11-16 7:00,2055,11,11,72,25,7,0,0,2
23-11-16 7:00,2201,7,6.5,87,5,1,0,0,2
24-11-16 7:00,2105,10,8,82,19,3,0,0,2
25-11-16 7:00,1904,7,4.5,71,14,1,0,0,2
26-11-16 7:00,221,4,4,93,0,1,0,1,2
27-11-16 7:00,147,7,5.5,90,7.5,4,0,1,2
28-11-16 7:00,2066,6.5,4.5,73.5,9,2,0,0,2
29-11-16 7:00,2115,1,-1,87,6,1,0,0,2
30-11-16 7:00,2001,0,-3.5,87,11,1,0,0,2
01-12-16 7:00,1842,1.5,-2,62.5,12,1,0,0,3
02-12-16 7:00,1722,6,4,84,8,3,0,0,3
03-12-16 7:00,200,6,4,78.5,8,4,0,1,3
04-12-16 7:00,118,2.5,1,90,7.5,1,0,1,3
05-12-16 7:00,1915,0,0,100,4,1,0,0,3
06-12-16 7:00,2102,5,3.5,93,6.5,3,0,0,3
07-12-16 7:00,2117,12,12,88,15,3,0,0,3
08-12-16 7:00,2106,12,12,82,16,1,0,0,3
09-12-16 7:00,1822,13,13,88,14,3,0,0,3
10-12-16 7:00,212,12,12,94,11,4,0,1,3
11-12-16 7:00,130,6,3.5,93,13,1,0,1,3
12-12-16 7:00,1949,5,3.5,96.5,7.5,3,0,0,3
13-12-16 7:00,2177,10.5,10,91,10,3,0,0,3
14-12-16 7:00,2059,9,8,94,7,1,0,0,3
15-12-16 7:00,1992,8,5,93,15,4,0,0,3
16-12-16 7:00,1654,9,7.5,94,10,4,0,0,3
17-12-16 7:00,228,7,5.5,100,9,4,0,1,3
18-12-16 7:00,145,8,8,93,2,4,0,1,3
19-12-16 7:00,1623,7,7,87,4,4,0,0,3
20-12-16 7:00,1660,5.5,3,78.5,10,1,0,0,3
21-12-16 7:00,1336,10,7,88,24,4,0,0,3
22-12-16 7:00,1137,6,3.5,93,12,4,0,0,3
23-12-16 7:00,666,9.5,7,91,18,2,0,0,3
24-12-16 7:00,120,7,3,78.5,23,1,0,1,3
25-12-16 7:00,172,12,12,82,26,4,0,1,3
26-12-16 7:00,156,8,4.5,82,22,1,1,0,3
27-12-16 7:00,119,2.5,-1,84,12,1,1,0,3
28-12-16 7:00,364,0.5,-1.5,100,6,7,0,0,3
29-12-16 7:00,393,1.5,-1.5,96.5,10,1,0,0,3
30-12-16 7:00,343,3,0,100,11,4,0,0,3
31-12-16 7:00,93,7,4.5,90,15,4,0,1,3
01-01-17 7:00,77,7.5,5.5,90,12,7,0,1,3
02-01-17 7:00,111,3,0,87,9,1,1,0,3
03-01-17 7:00,1407,1,-4,87,19,1,0,0,3
03-01-16 8:00,171,8,5,79,15,1,0,1,3
04-01-16 8:00,3236,8.5,6.5,82,14,2,0,0,3
05-01-16 8:00,3725,8,7,90,7,2,0,0,3
06-01-16 8:00,3796,7,6.5,93,3,3,0,0,3
07-01-16 8:00,2529,9,7.5,87,10.5,7,0,0,3
08-01-16 8:00,3545,7,5,76,12,2,0,0,3
09-01-16 8:00,391,9,7,84.5,15,2,0,1,3
10-01-16 8:00,229,7,4,76,19.5,1,0,1,3
11-01-16 8:00,3289,7,6,87,6.5,3,0,0,3
12-01-16 8:00,4007,5,0,81,29,2,0,0,3
13-01-16 8:00,4054,4,0,75,20.5,1,0,0,3
14-01-16 8:00,4039,3.5,-0.5,84,18,2,0,0,3
15-01-16 8:00,3590,3,-1.5,75,19.5,2,0,0,3
16-01-16 8:00,407,2,-0.5,75,9,1,0,1,3
17-01-16 8:00,195,2,0,87,6.5,1,0,1,3
18-01-16 8:00,3765,3,0,81,13,2,0,0,3
19-01-16 8:00,3887,0,0,80,0,1,0,0,3
20-01-16 8:00,3681,-0.5,-3.5,80,8,3,0,0,3
21-01-16 8:00,3653,2.5,0,78,8,3,0,0,3
22-01-16 8:00,2803,6.5,3.5,84,16,7,0,0,3
23-01-16 8:00,348,7,5.5,87,8,1,0,1,3
24-01-16 8:00,236,12,12,94,15,3,0,1,3
25-01-16 8:00,3937,11,11,64.5,16.5,1,0,0,3
26-01-16 8:00,4031,10,7,76,26,2,0,0,3
27-01-16 8:00,3631,13,13,82,32,3,0,0,3
28-01-16 8:00,3880,5,2,70,16,1,0,0,3
29-01-16 8:00,3452,12,12,72,38,3,0,0,3
30-01-16 8:00,372,9,6,73.5,22,2,0,1,3
31-01-16 8:00,217,7.5,4.5,78.5,15,7,0,1,3
01-02-16 8:00,3718,12,12,72,31,3,0,0,3
02-02-16 8:00,3670,10,6.5,62,31.5,2,0,0,3
03-02-16 8:00,3823,5,0.5,66,25,2,0,0,3
04-02-16 8:00,3814,10,7,82,28,3,0,0,3
05-02-16 8:00,3435,11,11,77,22,3,0,0,3
06-02-16 8:00,389,11,11,79.5,27,4,0,1,3
07-02-16 8:00,268,6.5,2.5,73.5,25,1,0,1,3
08-02-16 8:00,3577,9,5,58,36,2,0,0,3
09-02-16 8:00,3851,6,3.5,81,12,2,0,0,3
10-02-16 8:00,3455,6,2,81,23,3,0,0,3
11-02-16 8:00,3881,2.5,0.5,90,8.5,2,0,0,3
12-02-16 8:00,3501,4.5,1.5,90,14,2,0,0,3
13-02-16 8:00,365,4,-1,87,29,7,0,1,3
14-02-16 8:00,227,4,1,81,15,1,0,1,3
15-02-16 8:00,3352,3,-1.5,81,21.5,2,0,0,3
16-02-16 8:00,3552,1,-1,87,7,1,0,0,3
17-02-16 8:00,3635,3.5,1,75,8,2,0,0,3
18-02-16 8:00,3380,4,1,87,14,3,0,0,3
19-02-16 8:00,3214,3.5,1,81,9,1,0,0,3
21-02-16 8:00,240,13,13,79.5,33,4,0,1,3
22-02-16 8:00,3199,8,7,93,7,7,0,0,3
23-02-16 8:00,4051,6,3,76,15,2,0,0,3
24-02-16 8:00,4019,1.5,1.5,87,4,1,0,0,3
25-02-16 8:00,3867,3,0,75,13,2,0,0,3
26-02-16 8:00,3477,2,-1,70,10,3,0,0,3
27-02-16 8:00,408,5,2,61,17,3,0,1,3
28-02-16 8:00,230,4,0,75,18,4,0,1,3
29-02-16 8:00,3775,4.5,3.5,70,4.5,1,0,0,3
01-03-16 8:00,3514,8.5,5,90,26,3,0,0,0
02-03-16 8:00,3542,6,1.5,71,31.5,7,0,0,0
03-03-16 8:00,3794,5,1,70,20,2,0,0,0
04-03-16 8:00,3530,4.5,0.5,72.5,20,1,0,0,0
05-03-16 8:00,465,3,0,81,13,2,0,1,0
06-03-16 8:00,271,3,-0.5,81,14,2,0,1,0
07-03-16 8:00,3690,3,-2,70,20,2,0,0,0
08-03-16 8:00,3878,2.5,-0.5,67.5,10,1,0,0,0
09-03-16 8:00,2888,8,5,93,18,7,0,0,0
10-03-16 8:00,3518,6,4,93,9,3,0,0,0
11-03-16 8:00,3472,1.5,0.5,93,3,1,0,0,0
12-03-16 8:00,439,6,5,87,5.5,3,0,1,0
13-03-16 8:00,299,3.5,2,96.5,7.5,4,0,1,0
14-03-16 8:00,3674,5,1,76,22,3,0,0,0
15-03-16 8:00,3952,6,3,90,15,3,0,0,0
16-03-16 8:00,3979,7,3,76,23,2,0,0,0
17-03-16 8:00,3948,5.5,2.5,84,12,1,0,0,0
18-03-16 8:00,3406,4,3,90,5.5,3,0,0,0
19-03-16 8:00,450,6.5,3.5,81.5,15,3,0,1,0
20-03-16 8:00,263,6,4,81,9,4,0,1,0
21-03-16 8:00,3643,9,8,76,9,3,0,0,0
22-03-16 8:00,4124,6.5,6.5,76,2,1,0,0,0
23-03-16 8:00,4093,8,7,76,7,3,0,0,0
24-03-16 8:00,3588,8.5,5.5,73.5,18.5,1,0,0,0
25-03-16 8:00,368,9,6,71,19,1,1,0,0
26-03-16 8:00,348,9,6,82,20,3,0,1,0
28-03-16 8:00,65,5,-2,87,54,7,1,0,0
29-03-16 8:00,3126,8,4,68.5,26,2,0,0,0
30-03-16 8:00,3572,7.5,4.5,73.5,18.5,1,0,0,0
31-03-16 8:00,3635,6.5,4.5,73.5,8,1,0,0,0
